Age,Gender,Occupation,Daily_AI_Usage_Hours,AI_Usage_Purpose,Specialization,AI_Tools_Used,AI_Usage_Frequency,AI_Skill_Level,Device_Used,Data_Privacy_Concern,AI_Trust_Level,Location,Education_Level,Language_Preference,Internet_Speed,AI_Usage_Change_in_6_Months,AI_Affect_on_Productivity,Uses_Paid_AI_Tools,Satisfaction_Level,Can_Live_Without_AI,Task_Complexity,Time_to_Respond_Seconds,Performance (%)
60,Male,Researcher,7,Daily Life,Law,Bard,Daily,Advanced,Desktop,High,High,Suburban,Bachelor,English,Slow,Decreased,Neutral,No,9,No,2,24,85
22,Male,Student,9,Entertainment,Education,ChatGPT,Rarely,Intermediate,Laptop,High,Moderate,Suburban,Bachelor,Spanish,Fast,Increased,Negative,Yes,2,Yes,2,47,70
19,Male,Unemployed,8,Daily Life,Art,Bard,Sometimes,Beginner,Mobile,Low,Moderate,Suburban,PhD,French,Medium,Increased,Positive,Yes,10,No,1,14,85
44,Female,Teacher,12,Study,Law,ChatGPT,Sometimes,Advanced,Tablet,High,Low,Suburban,High School,French,Fast,Increased,Positive,Yes,4,Yes,2,38,70
22,Male,Doctor,7,Shopping,Engineering,Copilot,Often,Beginner,Tablet,Low,Moderate,Suburban,High School,French,Slow,Increased,Negative,No,4,Yes,3,68,60
64,Female,Freelancer,5,Shopping,Medicine,Bard,Daily,Intermediate,Desktop,Medium,High,Suburban,PhD,French,Slow,Same,Negative,No,10,No,2,29,85
48,Female,Unemployed,7,Daily Life,Art,Midjourney,Rarely,Advanced,Mobile,Medium,Low,Urban,Bachelor,Arabic,Slow,Increased,Positive,No,5,Yes,1,30,85
43,Male,Engineer,3,Work,Engineering,Copilot,Sometimes,Intermediate,Laptop,Low,High,Suburban,Bachelor,Arabic,Medium,Increased,Positive,Yes,3,Yes,3,60,80
54,Male,Researcher,8,Health,Medicine,Midjourney,Rarely,Intermediate,Tablet,Low,Moderate,Urban,Bachelor,French,Slow,Increased,Positive,No,2,Yes,3,67,60
45,Male,Designer,5,Health,Medicine,Other,Daily,Intermediate,Mobile,Low,Low,Suburban,PhD,French,Fast,Increased,Negative,Yes,5,Yes,3,75,60
35,Male,Researcher,8,Shopping,Engineering,Other,Rarely,Beginner,Tablet,High,High,Rural,Bachelor,English,Medium,Same,Neutral,No,8,No,2,29,85
20,Male,Researcher,12,Health,Business,ChatGPT,Sometimes,Beginner,Mobile,High,Moderate,Suburban,High School,English,Slow,Increased,Positive,No,8,No,3,45,80
19,Female,Freelancer,8,Health,Medicine,Bard,Rarely,Intermediate,Desktop,Medium,High,Urban,Bachelor,Arabic,Medium,Same,Neutral,Yes,2,Yes,3,61,60
51,Male,Teacher,6,Daily Life,Law,Copilot,Rarely,Advanced,Tablet,High,Moderate,Rural,,French,Fast,Increased,Neutral,No,5,Yes,2,35,70
38,Female,Student,4,Study,Engineering,Other,Often,Advanced,Laptop,High,Low,Rural,Master,Arabic,Fast,Same,Neutral,Yes,6,No,2,43,70
49,Female,Teacher,12,Shopping,Law,Midjourney,Sometimes,Beginner,Mobile,Medium,High,Urban,PhD,Arabic,Slow,Same,Neutral,Yes,10,No,2,20,85
62,Male,Designer,12,Work,Engineering,Other,Often,Advanced,Mobile,Medium,High,Rural,Bachelor,Spanish,Slow,Increased,Neutral,No,1,Yes,2,39,70
54,Male,Freelancer,6,Entertainment,Computer Science,Bard,Sometimes,Advanced,Laptop,Low,Moderate,Urban,PhD,Spanish,Fast,Same,Negative,Yes,7,No,2,47,70
32,Female,Designer,12,Daily Life,Art,ChatGPT,Daily,Intermediate,Laptop,Low,Moderate,Urban,Master,Arabic,Slow,Same,Negative,Yes,7,No,2,42,70
54,Female,Freelancer,0,Health,Engineering,Notion AI,Often,Advanced,Tablet,High,Moderate,Suburban,Bachelor,English,Slow,Increased,Negative,No,10,No,3,72,60
30,Female,Student,7,Health,Engineering,Notion AI,Sometimes,Intermediate,Mobile,Low,High,Suburban,PhD,French,Slow,Same,Negative,Yes,2,Yes,2,50,70
34,Female,Researcher,12,Study,Business,ChatGPT,Often,Advanced,Laptop,Medium,High,Suburban,PhD,Arabic,Fast,Decreased,Positive,Yes,3,Yes,2,50,70
18,Female,Engineer,5,Daily Life,Business,ChatGPT,Often,Beginner,Mobile,Low,Low,Suburban,High School,French,Fast,Increased,Neutral,Yes,2,Yes,2,20,85
50,Female,Teacher,4,Entertainment,Computer Science,Other,Rarely,Intermediate,Laptop,Medium,Low,Urban,High School,French,Fast,Increased,Negative,No,2,Yes,2,27,85
48,Female,Student,12,Work,Art,Bard,Daily,Beginner,Mobile,Low,Low,Rural,High School,Arabic,Slow,Same,Negative,No,10,No,2,21,85
58,Male,Student,9,Work,Law,ChatGPT,Sometimes,Beginner,Mobile,Medium,Low,Rural,Bachelor,Spanish,Slow,Increased,Positive,No,4,Yes,2,41,70
27,Female,Designer,8,Study,Medicine,Copilot,Rarely,Intermediate,Desktop,High,High,Urban,High School,French,Slow,Same,Neutral,No,1,Yes,2,23,85
63,Female,Doctor,1,Health,Law,Notion AI,Rarely,Advanced,Laptop,Low,Low,Urban,High School,French,Medium,Increased,Positive,Yes,1,Yes,4,78,70
29,Female,Doctor,3,Entertainment,Business,Notion AI,Rarely,Beginner,Tablet,Low,Moderate,Suburban,PhD,English,Slow,Increased,Neutral,No,5,Yes,3,84,60
29,Female,Researcher,5,Daily Life,Art,Notion AI,Daily,Advanced,Laptop,Low,Moderate,Urban,PhD,Arabic,Medium,Decreased,Negative,No,2,Yes,2,24,85
64,Female,Unemployed,12,Study,Medicine,ChatGPT,Daily,Intermediate,Mobile,High,Low,Urban,High School,English,Fast,Same,Negative,No,10,No,2,40,70
25,Male,Designer,11,Daily Life,Law,Notion AI,Rarely,Intermediate,Mobile,Medium,Low,Urban,High School,Spanish,Slow,Increased,Negative,Yes,4,Yes,2,21,85
35,Female,Teacher,9,Entertainment,Business,Notion AI,Sometimes,Advanced,Laptop,High,Moderate,Suburban,Bachelor,French,Slow,Decreased,Negative,No,8,No,2,23,85
62,Male,Student,10,Work,Education,ChatGPT,Daily,Advanced,Mobile,High,Low,Rural,Master,Arabic,Slow,Increased,Neutral,Yes,10,No,2,37,70
52,Male,Engineer,10,Work,Art,Copilot,Often,Intermediate,Tablet,Medium,High,Rural,PhD,English,Slow,Increased,Neutral,No,9,No,3,76,60
30,Male,Unemployed,1,Daily Life,Computer Science,Bard,Sometimes,Beginner,Laptop,Low,Low,Rural,PhD,French,Fast,Same,Neutral,No,9,No,1,11,85
50,Female,Teacher,10,Shopping,Art,Other,Rarely,Intermediate,Desktop,High,High,Rural,Master,English,Slow,Same,Neutral,Yes,8,No,2,34,70
60,Female,Engineer,1,Daily Life,Business,Copilot,Sometimes,Intermediate,Tablet,Low,Low,Suburban,Master,Arabic,Medium,Increased,Positive,Yes,4,Yes,2,22,85
52,Male,Doctor,11,Health,Law,Notion AI,Often,Advanced,Mobile,Medium,High,Rural,PhD,Arabic,Medium,Increased,Negative,No,5,Yes,4,103,50
31,Male,Engineer,2,Daily Life,Medicine,ChatGPT,Often,Advanced,Desktop,Medium,Low,Suburban,Bachelor,Spanish,Medium,Same,Positive,No,10,No,2,42,70
25,Male,Researcher,4,Work,Education,Copilot,Rarely,Beginner,Laptop,Medium,Low,Rural,Bachelor,French,Fast,Same,Negative,Yes,3,Yes,2,27,85
43,Female,Freelancer,3,Work,Medicine,ChatGPT,Sometimes,Intermediate,Desktop,Low,High,Suburban,PhD,Arabic,Medium,Decreased,Negative,Yes,3,Yes,2,27,85
46,Female,Engineer,5,Work,Business,ChatGPT,Daily,Beginner,Mobile,Low,Moderate,Rural,Master,Arabic,Fast,Same,Negative,Yes,5,Yes,3,65,60
44,Female,Designer,11,Entertainment,Art,Midjourney,Daily,Advanced,Desktop,High,Low,Urban,Master,English,Medium,Same,Positive,Yes,8,No,2,35,70
40,Male,Student,5,Study,Computer Science,Other,Often,Advanced,Desktop,Low,Low,Urban,High School,English,Slow,Same,Negative,No,6,No,2,29,85
34,Male,Teacher,10,Health,Business,ChatGPT,Rarely,Intermediate,Tablet,High,High,Suburban,Master,Arabic,Slow,Increased,Positive,No,10,No,3,54,80
133,Male,Student,5,Study,Medicine,ChatGPT,Rarely,Beginner,Laptop,High,Low,Rural,,Arabic,Slow,Same,Positive,Yes,4,Yes,2,29,85
25,Female,Student,2,Entertainment,Education,Other,Often,Beginner,Desktop,Low,Moderate,Rural,Bachelor,Spanish,Slow,Same,Neutral,Yes,2,Yes,2,49,70
41,Male,Unemployed,10,Health,Law,Bard,Daily,Beginner,Mobile,Medium,Low,Rural,PhD,French,Slow,Decreased,Neutral,No,9,No,2,42,70
42,Male,Engineer,9,Study,Computer Science,Midjourney,Often,Beginner,Laptop,High,High,Urban,High School,French,Medium,Same,Negative,Yes,10,No,3,49,80
19,Male,Freelancer,4,Shopping,Art,Midjourney,Often,Intermediate,Laptop,Low,Moderate,Urban,High School,French,Fast,Increased,Neutral,No,3,Yes,2,40,70
55,Female,Unemployed,4,Study,Medicine,Bard,Sometimes,Intermediate,Tablet,Medium,High,Suburban,Master,Spanish,Fast,Decreased,Positive,No,4,Yes,2,45,70
45,Female,Researcher,11,Shopping,Engineering,Copilot,Often,Advanced,Laptop,Medium,Low,Urban,Bachelor,Arabic,Medium,Increased,Positive,No,3,Yes,2,33,70
43,Male,Researcher,0,Health,Engineering,Other,Sometimes,Beginner,Laptop,High,Moderate,Urban,PhD,French,Fast,Increased,Neutral,Yes,6,No,3,60,80
47,Male,Doctor,4,Health,Engineering,Bard,Rarely,Intermediate,Mobile,Medium,Low,Rural,PhD,Spanish,Slow,Same,Positive,No,1,Yes,4,82,70
40,Male,Teacher,10,Shopping,Business,Copilot,Daily,Intermediate,Mobile,Low,High,Suburban,High School,Spanish,Slow,Decreased,Neutral,No,6,No,2,44,70
18,Female,Student,10,Study,Engineering,Copilot,Daily,Advanced,Tablet,Low,High,Urban,High School,Arabic,Fast,Decreased,Negative,Yes,2,Yes,2,49,70
60,Male,Teacher,0,Entertainment,Computer Science,Notion AI,Daily,Beginner,Laptop,Medium,Low,Rural,High School,Arabic,Slow,Decreased,Neutral,Yes,6,No,2,26,85
53,Female,Designer,10,Entertainment,Medicine,Midjourney,Often,Beginner,Mobile,High,Low,Urban,High School,English,Medium,Same,Neutral,Yes,2,Yes,2,24,85
28,Female,Designer,5,Daily Life,Medicine,ChatGPT,Rarely,Intermediate,Mobile,High,High,Urban,Bachelor,French,Slow,Decreased,Negative,No,9,No,2,27,85
36,Male,Unemployed,10,Study,Engineering,Notion AI,Daily,Intermediate,Desktop,Low,High,Rural,High School,French,Slow,Same,Negative,No,4,Yes,2,42,70
47,Male,Freelancer,5,Entertainment,Education,Other,Sometimes,Intermediate,Laptop,Medium,High,Urban,PhD,Spanish,Medium,Decreased,Neutral,No,10,No,2,28,85
19,Male,Designer,12,Daily Life,Art,Bard,Rarely,Advanced,Desktop,High,High,Rural,Master,English,Medium,Decreased,Positive,Yes,9,No,2,22,85
29,Female,Designer,6,Work,Business,ChatGPT,Sometimes,Advanced,Mobile,Low,Moderate,Urban,Master,French,Medium,Same,Negative,Yes,5,Yes,2,44,70
64,Female,Doctor,11,Study,Medicine,Bard,Often,Beginner,Laptop,Medium,Low,Rural,PhD,Spanish,Fast,Increased,Positive,No,8,No,3,66,60
60,Female,Student,0,Daily Life,Art,Notion AI,Often,Advanced,Mobile,High,High,Suburban,High School,English,Medium,Increased,Neutral,Yes,6,No,1,25,85
34,Female,Researcher,3,Study,Business,Copilot,Often,Intermediate,Laptop,Low,High,Rural,High School,French,Slow,Decreased,Negative,Yes,6,No,2,41,70
25,Female,Engineer,11,Shopping,Business,Copilot,Sometimes,Intermediate,Mobile,Low,Moderate,Urban,Master,Spanish,Medium,Same,Negative,Yes,1,Yes,3,58,80
56,Male,Teacher,12,Daily Life,Medicine,ChatGPT,Rarely,Advanced,Mobile,Low,Moderate,Rural,Bachelor,English,Medium,Increased,Positive,Yes,8,No,2,45,70
26,Male,Teacher,7,Work,Education,Bard,Often,Advanced,Laptop,Low,Moderate,Suburban,Master,Arabic,Fast,Decreased,Positive,Yes,4,Yes,2,23,85
61,Female,Freelancer,3,Shopping,Medicine,Bard,Daily,Advanced,Tablet,Low,Low,Rural,Master,Spanish,Medium,Same,Neutral,Yes,5,Yes,2,41,70
38,Male,Researcher,10,Shopping,Art,Notion AI,Daily,Advanced,Desktop,Low,Low,Suburban,Master,Arabic,Fast,Same,Neutral,Yes,1,Yes,2,50,70
41,Male,Designer,10,Health,Education,Bard,Sometimes,Advanced,Mobile,Low,Moderate,Suburban,Master,English,Slow,Same,Negative,Yes,1,Yes,3,65,60
45,Male,Student,0,Study,Medicine,Copilot,Rarely,Advanced,Laptop,Medium,Low,Rural,High School,Spanish,Medium,Increased,Neutral,Yes,5,Yes,2,21,85
39,Male,Teacher,8,Shopping,Art,Other,Rarely,Intermediate,Mobile,Low,Moderate,Suburban,Master,French,Medium,Same,Positive,No,10,No,2,42,70
54,Female,Student,7,Work,Law,ChatGPT,Daily,Intermediate,Desktop,Medium,Moderate,Rural,High School,French,Slow,Same,Negative,No,1,Yes,2,49,70
36,Female,Doctor,4,Study,Business,Other,Rarely,Advanced,Laptop,Low,Moderate,Suburban,Master,Arabic,Fast,Decreased,Negative,Yes,1,Yes,3,60,80
41,Male,Engineer,10,Daily Life,Business,Other,Daily,Beginner,Laptop,Low,Low,Rural,Bachelor,French,Fast,Same,Neutral,No,10,No,2,35,70
25,Female,Freelancer,9,Health,Art,Copilot,Sometimes,Advanced,Tablet,Low,High,Suburban,High School,Arabic,Medium,Decreased,Neutral,No,4,Yes,3,87,60
34,Female,Student,2,Shopping,Business,Other,Sometimes,Advanced,Tablet,High,High,Urban,Bachelor,English,Slow,Same,Negative,Yes,3,Yes,2,26,85
30,Female,Unemployed,4,Work,Law,Midjourney,Daily,Advanced,Laptop,High,Moderate,Urban,Bachelor,Spanish,Fast,Same,Neutral,Yes,10,No,2,37,70
21,Male,Freelancer,9,Entertainment,Computer Science,Other,Often,Advanced,Tablet,Low,Moderate,Urban,Bachelor,Arabic,Slow,Decreased,Positive,Yes,10,No,2,27,85
51,Male,Doctor,5,Shopping,Computer Science,Bard,Often,Advanced,Desktop,High,Moderate,Urban,,Arabic,Slow,Same,Neutral,No,2,Yes,3,75,60
37,Male,Engineer,2,Daily Life,Medicine,Copilot,Sometimes,Intermediate,Tablet,High,Moderate,Suburban,PhD,French,Fast,Same,Positive,Yes,7,No,2,22,85
39,Female,Freelancer,6,Study,Engineering,Midjourney,Often,Intermediate,Mobile,Medium,High,Rural,PhD,Spanish,Fast,Increased,Negative,No,6,No,2,35,70
41,Male,Researcher,3,Daily Life,Computer Science,Copilot,Sometimes,Beginner,Tablet,Medium,Moderate,Suburban,High School,Spanish,Medium,Increased,Positive,Yes,10,No,2,45,70
55,Male,Teacher,8,Shopping,Medicine,Bard,Daily,Beginner,Desktop,High,Moderate,Rural,High School,English,Fast,Same,Positive,No,7,No,2,47,70
24,Male,Engineer,10,Daily Life,Engineering,Other,Sometimes,Beginner,Mobile,Low,Low,Rural,High School,English,Fast,Decreased,Neutral,No,3,Yes,2,32,70
23,Male,Teacher,11,Daily Life,Business,Copilot,Daily,Intermediate,Tablet,High,High,Urban,PhD,English,Slow,Decreased,Negative,No,8,No,2,50,70
21,Male,Researcher,8,Study,Law,Copilot,Daily,Advanced,Mobile,Low,High,Rural,Master,English,Slow,Decreased,Positive,No,5,Yes,2,21,85
37,Female,Unemployed,6,Daily Life,Art,Notion AI,Often,Intermediate,Laptop,Low,High,Rural,Master,French,Medium,Same,Positive,No,5,Yes,1,19,85
33,Male,Designer,1,Daily Life,Law,Other,Daily,Advanced,Mobile,High,High,Rural,Bachelor,French,Fast,Same,Negative,Yes,4,Yes,2,50,70
38,Male,Freelancer,12,Work,Business,Copilot,Daily,Beginner,Laptop,Medium,Moderate,Rural,PhD,English,Medium,Same,Positive,Yes,6,No,2,31,70
37,Male,Freelancer,4,Work,Business,Copilot,Sometimes,Intermediate,Laptop,Low,Moderate,Suburban,Master,English,Medium,Increased,Negative,Yes,8,No,2,45,70
57,Male,Engineer,9,Health,Medicine,Copilot,Often,Intermediate,Tablet,Medium,Moderate,Urban,Bachelor,French,Fast,Same,Negative,No,9,No,4,100,50
54,Male,Designer,1,Work,Business,Other,Daily,Intermediate,Tablet,Low,Moderate,Rural,Bachelor,Spanish,Slow,Decreased,Negative,No,9,No,2,25,85
40,Male,Student,0,Work,Art,Copilot,Rarely,Beginner,Laptop,High,Moderate,Rural,Master,Arabic,Slow,Decreased,Neutral,Yes,8,No,2,42,70
41,Female,Designer,5,Study,Education,Other,Sometimes,Beginner,Desktop,High,Moderate,Suburban,Master,Arabic,Fast,Decreased,Positive,Yes,10,No,2,49,70
45,Female,Unemployed,2,Work,Business,Bard,Rarely,Intermediate,Desktop,High,Moderate,Rural,High School,Arabic,Medium,Same,Negative,Yes,1,Yes,2,48,70
44,Female,Unemployed,9,Study,Art,ChatGPT,Sometimes,Advanced,Tablet,Low,Low,Urban,Master,Spanish,Slow,Same,Neutral,Yes,1,Yes,2,38,70
23,Male,Unemployed,4,Health,Business,ChatGPT,Daily,Beginner,Desktop,High,High,Suburban,Bachelor,English,Fast,Increased,Neutral,Yes,1,Yes,2,33,70
45,Male,Researcher,8,Entertainment,Computer Science,Notion AI,Daily,Beginner,Tablet,High,Low,Suburban,Bachelor,English,Slow,Decreased,Neutral,No,3,Yes,2,39,70
59,Male,Teacher,5,Entertainment,Business,Other,Often,Intermediate,Desktop,High,Low,Urban,Bachelor,English,Slow,Increased,Positive,No,7,No,2,50,70
39,Male,Designer,12,Shopping,Business,Notion AI,Daily,Intermediate,Mobile,High,High,Urban,High School,Spanish,Slow,Increased,Negative,No,7,No,2,23,85
61,Male,Doctor,6,Health,Computer Science,Notion AI,Sometimes,Beginner,Laptop,Medium,Moderate,Rural,High School,English,Fast,Same,Positive,Yes,5,Yes,4,73,70
61,Male,Teacher,9,Health,Medicine,Other,Often,Intermediate,Tablet,Medium,High,Rural,Bachelor,Spanish,Medium,Decreased,Neutral,No,3,Yes,3,52,80
36,Male,Student,9,Work,Education,Notion AI,Rarely,Advanced,Desktop,High,Low,Urban,High School,Spanish,Medium,Same,Neutral,No,7,No,2,44,70
47,Male,Teacher,12,Daily Life,Art,Midjourney,Often,Advanced,Desktop,High,High,Urban,High School,Arabic,Medium,Increased,Neutral,No,6,No,2,20,85
52,Male,Engineer,4,Daily Life,Business,Other,Rarely,Intermediate,Mobile,Medium,Moderate,Suburban,High School,Arabic,Slow,Same,Neutral,No,6,No,2,23,85
20,Female,Engineer,1,Health,Engineering,Notion AI,Rarely,Beginner,Tablet,Low,Moderate,Rural,Master,English,Slow,Same,Positive,No,7,No,4,101,50
57,Female,Researcher,0,Daily Life,Medicine,Midjourney,Often,Advanced,Desktop,Low,High,Urban,PhD,French,Medium,Increased,Neutral,Yes,3,Yes,2,37,70
24,Male,Engineer,12,Daily Life,Law,Bard,Rarely,Beginner,Tablet,High,Low,Rural,Master,English,Slow,Decreased,Neutral,No,3,Yes,2,28,85
22,Male,Doctor,5,Entertainment,Law,Bard,Rarely,Beginner,Laptop,Low,Moderate,Suburban,Bachelor,Spanish,Slow,Same,Positive,Yes,7,No,3,50,80
24,Male,Student,1,Daily Life,Business,Copilot,Often,Intermediate,Tablet,Medium,Moderate,Urban,High School,Arabic,Medium,Increased,Negative,No,1,Yes,1,18,85
30,Female,Unemployed,5,Entertainment,Art,Copilot,Daily,Advanced,Desktop,Low,Low,Urban,PhD,Arabic,Slow,Decreased,Positive,No,10,No,2,25,85
18,Male,Teacher,3,Health,Education,Bard,Often,Advanced,Desktop,Medium,Low,Urban,Bachelor,Spanish,Medium,Decreased,Neutral,Yes,6,No,3,79,60
21,Male,Researcher,9,Health,Law,Copilot,Sometimes,Advanced,Tablet,Medium,Moderate,Rural,Master,French,Slow,Same,Positive,No,8,No,3,46,80
34,Male,Student,8,Study,Education,Other,Daily,Advanced,Laptop,High,Low,Urban,Master,Spanish,Medium,Same,Negative,No,1,Yes,2,42,70
59,Female,Researcher,0,Daily Life,Law,Other,Rarely,Intermediate,Tablet,Low,Moderate,Suburban,PhD,French,Fast,Same,Neutral,No,10,No,2,43,70
42,Male,Student,7,Study,Art,ChatGPT,Rarely,Beginner,Laptop,Medium,Moderate,Urban,High School,French,Fast,Increased,Positive,Yes,6,No,2,20,85
41,Male,Freelancer,3,Health,Art,Bard,Rarely,Advanced,Laptop,Medium,Low,Rural,Master,French,Slow,Decreased,Neutral,Yes,9,No,3,69,60
25,Female,Doctor,5,Shopping,Business,Notion AI,Daily,Intermediate,Laptop,Low,Moderate,Suburban,PhD,Arabic,Medium,Decreased,Neutral,No,8,No,3,83,60
29,Female,Unemployed,3,Work,Art,ChatGPT,Daily,Intermediate,Mobile,Low,High,Suburban,Master,Spanish,Slow,Same,Positive,Yes,1,Yes,2,21,85
22,Female,Doctor,11,Health,Engineering,Notion AI,Sometimes,Beginner,Tablet,Low,Moderate,Urban,High School,English,Slow,Increased,Neutral,No,10,No,4,72,70
58,Male,Unemployed,4,Health,Law,Copilot,Rarely,Intermediate,Desktop,High,Moderate,Urban,Master,Arabic,Medium,Same,Neutral,No,4,Yes,2,30,85
29,Male,Engineer,9,Health,Computer Science,Other,Daily,Beginner,Laptop,Low,Moderate,Urban,PhD,Arabic,Medium,Decreased,Neutral,Yes,4,Yes,4,103,50
44,Female,Engineer,12,Work,Education,Copilot,Rarely,Beginner,Laptop,High,Low,Suburban,PhD,Spanish,Slow,Same,Neutral,No,2,Yes,3,84,60
39,Female,Freelancer,6,Study,Business,Midjourney,Often,Advanced,Desktop,High,Moderate,Urban,Bachelor,Arabic,Fast,Same,Neutral,Yes,8,No,2,35,70
52,Male,Unemployed,9,Study,Business,Other,Daily,Intermediate,Mobile,Medium,Low,Rural,PhD,Spanish,Slow,Increased,Positive,Yes,6,No,2,26,85
28,Female,Student,0,Health,Education,Copilot,Daily,Intermediate,Mobile,High,Moderate,Urban,PhD,Arabic,Fast,Same,Neutral,Yes,9,No,2,47,70
55,Male,Unemployed,9,Shopping,Computer Science,Bard,Daily,Beginner,Mobile,High,High,Urban,PhD,Spanish,Medium,Same,Neutral,No,9,No,2,35,70
26,Female,Doctor,7,Entertainment,Education,Other,Daily,Beginner,Mobile,Low,Moderate,Rural,Bachelor,Spanish,Slow,Decreased,Negative,Yes,7,No,3,46,80
37,Female,Teacher,0,Work,Computer Science,ChatGPT,Sometimes,Beginner,Desktop,Low,Moderate,Rural,Bachelor,French,Slow,Increased,Neutral,Yes,3,Yes,2,30,85
18,Male,Freelancer,11,Work,Engineering,Notion AI,Often,Beginner,Tablet,Medium,Moderate,Suburban,Bachelor,Arabic,Fast,Same,Positive,No,4,Yes,2,50,70
37,Male,Designer,5,Shopping,Medicine,Notion AI,Rarely,Intermediate,Laptop,High,Low,Rural,High School,French,Medium,Increased,Positive,Yes,8,No,2,50,70
62,Male,Teacher,1,Study,Engineering,Notion AI,Often,Intermediate,Desktop,Low,High,Urban,Bachelor,French,Medium,Increased,Neutral,No,7,No,2,47,70
62,Female,Doctor,4,Entertainment,Education,Midjourney,Often,Advanced,Mobile,High,Moderate,Rural,Bachelor,English,Medium,Same,Neutral,No,5,Yes,3,90,60
33,Male,Student,5,Entertainment,Business,Other,Daily,Beginner,Tablet,High,Moderate,Suburban,Bachelor,Spanish,Fast,Decreased,Positive,No,8,No,2,28,85
50,Male,Engineer,0,Study,Education,Other,Sometimes,Advanced,Laptop,Low,Moderate,Suburban,PhD,Arabic,Medium,Increased,Negative,Yes,9,No,3,79,60
56,Male,Student,11,Study,Medicine,Notion AI,Sometimes,Beginner,Desktop,Medium,Low,Suburban,Master,Arabic,Fast,Increased,Negative,Yes,4,Yes,2,22,85
38,Male,Designer,11,Work,Education,Notion AI,Daily,Intermediate,Tablet,High,Moderate,Suburban,High School,French,Fast,Decreased,Positive,Yes,1,Yes,2,28,85
25,Male,Engineer,4,Daily Life,Engineering,Notion AI,Rarely,Beginner,Laptop,High,Low,Rural,Bachelor,French,Fast,Same,Positive,Yes,8,No,2,44,70
22,Male,Teacher,1,Shopping,Medicine,Midjourney,Daily,Advanced,Tablet,High,High,Urban,Bachelor,Spanish,Slow,Increased,Positive,No,8,No,2,40,70
41,Male,Student,7,Study,Law,Bard,Daily,Advanced,Desktop,Low,Low,Suburban,High School,Spanish,Fast,Decreased,Neutral,Yes,9,No,2,38,70
21,Male,Engineer,8,Study,Law,Midjourney,Sometimes,Beginner,Mobile,High,Low,Urban,High School,Arabic,Medium,Decreased,Negative,Yes,3,Yes,3,69,60
50,Male,Teacher,5,Work,Law,ChatGPT,Daily,Beginner,Laptop,High,High,Suburban,High School,French,Fast,Decreased,Positive,No,6,No,2,43,70
63,Male,Freelancer,12,Work,Medicine,ChatGPT,Sometimes,Intermediate,Tablet,Medium,High,Suburban,High School,French,Slow,Decreased,Negative,No,2,Yes,2,22,85
18,Male,Unemployed,1,Daily Life,Law,Notion AI,Rarely,Beginner,Laptop,Medium,Low,Suburban,PhD,English,Medium,Decreased,Neutral,No,10,No,1,10,85
38,Male,Researcher,2,Daily Life,Education,Midjourney,Rarely,Beginner,Laptop,High,High,Rural,Bachelor,French,Medium,Decreased,Negative,Yes,4,Yes,2,28,85
61,Female,Doctor,11,Study,Medicine,Notion AI,Daily,Advanced,Desktop,High,Moderate,Rural,Master,French,Fast,Same,Negative,Yes,3,Yes,3,50,80
28,Male,Student,0,Work,Business,Notion AI,Sometimes,Intermediate,Mobile,Medium,High,Suburban,Bachelor,Spanish,Fast,Decreased,Neutral,Yes,1,Yes,2,38,70
